asin,keywordName,link
B079MHTJKW,decaf coffee flavored,https://www.amazon.com/Mauds-Coffee-Variety-Recyclable-Single/dp/B079MHTJKW/ref=sr_1_11?dib=eyJ2IjoiMSJ9.8SqXrOuyYRsvnv5NUDbtPDG_1C4asmCSsoTDr3pVkJ58VNalmxY6MQcbyjVp3UqidkhEgeT3RxMkKb1L5zhTA-fgSBDKZRj538qlOnuG4KnPC8gFnloOhoKxBujIKFEthKQQ-6ySs_uwHyWd0uU_Z6pfjde7PdJWwZQX3WFp38BMvA-uxsc2FiKUi8Qijfofuvr73wfB-gVHy4JmUdpHeF8voEA5nkKdJ59hS2iql8o7P8YAMOJcGIVKDzcDwY5KEsncNDvnk0zBcXGp96HGi74QBjJOJ2NSbLmIFSQX4_o.d5lg04NZzyBWlC4Kl7yP-pkl34e6PjPjltO7lljvO0Y&dib_tag=se&keywords=decaf+coffee+flavored&qid=1750696760&sr=8-11
B0716P7B11,decaf coffee flavored,https://www.amazon.com/Flavored-Coffee-Variety-Pack-Sampler/dp/B0716P7B11/ref=sr_1_12?dib=eyJ2IjoiMSJ9.8SqXrOuyYRsvnv5NUDbtPDG_1C4asmCSsoTDr3pVkJ58VNalmxY6MQcbyjVp3UqidkhEgeT3RxMkKb1L5zhTA-fgSBDKZRj538qlOnuG4KnPC8gFnloOhoKxBujIKFEthKQQ-6ySs_uwHyWd0uU_Z6pfjde7PdJWwZQX3WFp38BMvA-uxsc2FiKUi8Qijfofuvr73wfB-gVHy4JmUdpHeF8voEA5nkKdJ59hS2iql8o7P8YAMOJcGIVKDzcDwY5KEsncNDvnk0zBcXGp96HGi74QBjJOJ2NSbLmIFSQX4_o.d5lg04NZzyBWlC4Kl7yP-pkl34e6PjPjltO7lljvO0Y&dib_tag=se&keywords=decaf+coffee+flavored&qid=1750696760&sr=8-12
B008YA1MP0,decaf coffee flavored,https://www.amazon.com/Mountain-Coffee-Keurig-Brewers-Hazelnut/dp/B008YA1MP0/ref=sr_1_13?dib=eyJ2IjoiMSJ9.8SqXrOuyYRsvnv5NUDbtPDG_1C4asmCSsoTDr3pVkJ58VNalmxY6MQcbyjVp3UqidkhEgeT3RxMkKb1L5zhTA-fgSBDKZRj538qlOnuG4KnPC8gFnloOhoKxBujIKFEthKQQ-6ySs_uwHyWd0uU_Z6pfjde7PdJWwZQX3WFp38BMvA-uxsc2FiKUi8Qijfofuvr73wfB-gVHy4JmUdpHeF8voEA5nkKdJ59hS2iql8o7P8YAMOJcGIVKDzcDwY5KEsncNDvnk0zBcXGp96HGi74QBjJOJ2NSbLmIFSQX4_o.d5lg04NZzyBWlC4Kl7yP-pkl34e6PjPjltO7lljvO0Y&dib_tag=se&keywords=decaf+coffee+flavored&qid=1750696760&sr=8-13
B01HQALFFK,decaf coffee flavored,https://www.amazon.com/Double-Donut-Flavored-Recyclable-Cinnamon/dp/B01HQALFFK/ref=sr_1_14?dib=eyJ2IjoiMSJ9.8SqXrOuyYRsvnv5NUDbtPDG_1C4asmCSsoTDr3pVkJ58VNalmxY6MQcbyjVp3UqidkhEgeT3RxMkKb1L5zhTA-fgSBDKZRj538qlOnuG4KnPC8gFnloOhoKxBujIKFEthKQQ-6ySs_uwHyWd0uU_Z6pfjde7PdJWwZQX3WFp38BMvA-uxsc2FiKUi8Qijfofuvr73wfB-gVHy4JmUdpHeF8voEA5nkKdJ59hS2iql8o7P8YAMOJcGIVKDzcDwY5KEsncNDvnk0zBcXGp96HGi74QBjJOJ2NSbLmIFSQX4_o.d5lg04NZzyBWlC4Kl7yP-pkl34e6PjPjltO7lljvO0Y&dib_tag=se&keywords=decaf+coffee+flavored&qid=1750696760&sr=8-14
B0DZ9FLMWK,decaf coffee flavored,https://www.amazon.com/Double-Donut-Blueberry-Coffee-Compatible/dp/B0DZ9FLMWK/ref=sr_1_15?dib=eyJ2IjoiMSJ9.8SqXrOuyYRsvnv5NUDbtPDG_1C4asmCSsoTDr3pVkJ58VNalmxY6MQcbyjVp3UqidkhEgeT3RxMkKb1L5zhTA-fgSBDKZRj538qlOnuG4KnPC8gFnloOhoKxBujIKFEthKQQ-6ySs_uwHyWd0uU_Z6pfjde7PdJWwZQX3WFp38BMvA-uxsc2FiKUi8Qijfofuvr73wfB-gVHy4JmUdpHeF8voEA5nkKdJ59hS2iql8o7P8YAMOJcGIVKDzcDwY5KEsncNDvnk0zBcXGp96HGi74QBjJOJ2NSbLmIFSQX4_o.d5lg04NZzyBWlC4Kl7yP-pkl34e6PjPjltO7lljvO0Y&dib_tag=se&keywords=decaf+coffee+flavored&qid=1750696760&sr=8-15
B0D14XLNMH,decaf coffee flavored,https://www.amazon.com/Amazon-Brand-Hazelnut-Flavored-Ground/dp/B0D14XLNMH/ref=sr_1_16?dib=eyJ2IjoiMSJ9.8SqXrOuyYRsvnv5NUDbtPDG_1C4asmCSsoTDr3pVkJ58VNalmxY6MQcbyjVp3UqidkhEgeT3RxMkKb1L5zhTA-fgSBDKZRj538qlOnuG4KnPC8gFnloOhoKxBujIKFEthKQQ-6ySs_uwHyWd0uU_Z6pfjde7PdJWwZQX3WFp38BMvA-uxsc2FiKUi8Qijfofuvr73wfB-gVHy4JmUdpHeF8voEA5nkKdJ59hS2iql8o7P8YAMOJcGIVKDzcDwY5KEsncNDvnk0zBcXGp96HGi74QBjJOJ2NSbLmIFSQX4_o.d5lg04NZzyBWlC4Kl7yP-pkl34e6PjPjltO7lljvO0Y&dib_tag=se&keywords=decaf+coffee+flavored&qid=1750696760&sr=8-16
B07VL5NJXZ,decaf coffee flavored,https://www.amazon.com/Crazy-Cups-Flavored-Ground-Variety/dp/B07VL5NJXZ/ref=sr_1_17?dib=eyJ2IjoiMSJ9.8SqXrOuyYRsvnv5NUDbtPDG_1C4asmCSsoTDr3pVkJ58VNalmxY6MQcbyjVp3UqidkhEgeT3RxMkKb1L5zhTA-fgSBDKZRj538qlOnuG4KnPC8gFnloOhoKxBujIKFEthKQQ-6ySs_uwHyWd0uU_Z6pfjde7PdJWwZQX3WFp38BMvA-uxsc2FiKUi8Qijfofuvr73wfB-gVHy4JmUdpHeF8voEA5nkKdJ59hS2iql8o7P8YAMOJcGIVKDzcDwY5KEsncNDvnk0zBcXGp96HGi74QBjJOJ2NSbLmIFSQX4_o.d5lg04NZzyBWlC4Kl7yP-pkl34e6PjPjltO7lljvO0Y&dib_tag=se&keywords=decaf+coffee+flavored&qid=1750696760&sr=8-17
B01MYHC58W,decaf coffee flavored,https://www.amazon.com/Double-Donut-Coffee-Flavored-Variety/dp/B01MYHC58W/ref=sr_1_18?dib=eyJ2IjoiMSJ9.8SqXrOuyYRsvnv5NUDbtPDG_1C4asmCSsoTDr3pVkJ58VNalmxY6MQcbyjVp3UqidkhEgeT3RxMkKb1L5zhTA-fgSBDKZRj538qlOnuG4KnPC8gFnloOhoKxBujIKFEthKQQ-6ySs_uwHyWd0uU_Z6pfjde7PdJWwZQX3WFp38BMvA-uxsc2FiKUi8Qijfofuvr73wfB-gVHy4JmUdpHeF8voEA5nkKdJ59hS2iql8o7P8YAMOJcGIVKDzcDwY5KEsncNDvnk0zBcXGp96HGi74QBjJOJ2NSbLmIFSQX4_o.d5lg04NZzyBWlC4Kl7yP-pkl34e6PjPjltO7lljvO0Y&dib_tag=se&keywords=decaf+coffee+flavored&qid=1750696760&sr=8-18
B0D7FYPHTD,decaf coffee flavored,https://www.amazon.com/Flavored-Compatible-Cups-Assorted-Decaffeinated/dp/B0D7FYPHTD/ref=sr_1_19?dib=eyJ2IjoiMSJ9.8SqXrOuyYRsvnv5NUDbtPDG_1C4asmCSsoTDr3pVkJ58VNalmxY6MQcbyjVp3UqidkhEgeT3RxMkKb1L5zhTA-fgSBDKZRj538qlOnuG4KnPC8gFnloOhoKxBujIKFEthKQQ-6ySs_uwHyWd0uU_Z6pfjde7PdJWwZQX3WFp38BMvA-uxsc2FiKUi8Qijfofuvr73wfB-gVHy4JmUdpHeF8voEA5nkKdJ59hS2iql8o7P8YAMOJcGIVKDzcDwY5KEsncNDvnk0zBcXGp96HGi74QBjJOJ2NSbLmIFSQX4_o.d5lg04NZzyBWlC4Kl7yP-pkl34e6PjPjltO7lljvO0Y&dib_tag=se&keywords=decaf+coffee+flavored&qid=1750696760&sr=8-19
B01HQGRZXK,decaf coffee flavored,https://www.amazon.com/Double-Donut-Coffee-Vanilla-Flavored/dp/B01HQGRZXK/ref=sr_1_20?dib=eyJ2IjoiMSJ9.8SqXrOuyYRsvnv5NUDbtPDG_1C4asmCSsoTDr3pVkJ58VNalmxY6MQcbyjVp3UqidkhEgeT3RxMkKb1L5zhTA-fgSBDKZRj538qlOnuG4KnPC8gFnloOhoKxBujIKFEthKQQ-6ySs_uwHyWd0uU_Z6pfjde7PdJWwZQX3WFp38BMvA-uxsc2FiKUi8Qijfofuvr73wfB-gVHy4JmUdpHeF8voEA5nkKdJ59hS2iql8o7P8YAMOJcGIVKDzcDwY5KEsncNDvnk0zBcXGp96HGi74QBjJOJ2NSbLmIFSQX4_o.d5lg04NZzyBWlC4Kl7yP-pkl34e6PjPjltO7lljvO0Y&dib_tag=se&keywords=decaf+coffee+flavored&qid=1750696760&sr=8-20
B0DCKFNX5M,decaf coffee flavored,https://www.amazon.com/Flavored-Compatible-Cups-Assorted-Decaffeinated/dp/B0DCKFNX5M/ref=sr_1_21?dib=eyJ2IjoiMSJ9.8SqXrOuyYRsvnv5NUDbtPDG_1C4asmCSsoTDr3pVkJ58VNalmxY6MQcbyjVp3UqidkhEgeT3RxMkKb1L5zhTA-fgSBDKZRj538qlOnuG4KnPC8gFnloOhoKxBujIKFEthKQQ-6ySs_uwHyWd0uU_Z6pfjde7PdJWwZQX3WFp38BMvA-uxsc2FiKUi8Qijfofuvr73wfB-gVHy4JmUdpHeF8voEA5nkKdJ59hS2iql8o7P8YAMOJcGIVKDzcDwY5KEsncNDvnk0zBcXGp96HGi74QBjJOJ2NSbLmIFSQX4_o.d5lg04NZzyBWlC4Kl7yP-pkl34e6PjPjltO7lljvO0Y&dib_tag=se&keywords=decaf+coffee+flavored&qid=1750696760&sr=8-21
B09QBD8ZYQ,decaf coffee flavored,https://www.amazon.com/Crazy-Cups-Chocolate-Lovers-Variety/dp/B09QBD8ZYQ/ref=sr_1_22?dib=eyJ2IjoiMSJ9.8SqXrOuyYRsvnv5NUDbtPDG_1C4asmCSsoTDr3pVkJ58VNalmxY6MQcbyjVp3UqidkhEgeT3RxMkKb1L5zhTA-fgSBDKZRj538qlOnuG4KnPC8gFnloOhoKxBujIKFEthKQQ-6ySs_uwHyWd0uU_Z6pfjde7PdJWwZQX3WFp38BMvA-uxsc2FiKUi8Qijfofuvr73wfB-gVHy4JmUdpHeF8voEA5nkKdJ59hS2iql8o7P8YAMOJcGIVKDzcDwY5KEsncNDvnk0zBcXGp96HGi74QBjJOJ2NSbLmIFSQX4_o.d5lg04NZzyBWlC4Kl7yP-pkl34e6PjPjltO7lljvO0Y&dib_tag=se&keywords=decaf+coffee+flavored&qid=1750696760&sr=8-22
B0D1LN4C87,decaf coffee flavored,https://www.amazon.com/San-Francisco-Bay-Ground-Coffee/dp/B0D1LN4C87/ref=sr_1_23?dib=eyJ2IjoiMSJ9.8SqXrOuyYRsvnv5NUDbtPDG_1C4asmCSsoTDr3pVkJ58VNalmxY6MQcbyjVp3UqidkhEgeT3RxMkKb1L5zhTA-fgSBDKZRj538qlOnuG4KnPC8gFnloOhoKxBujIKFEthKQQ-6ySs_uwHyWd0uU_Z6pfjde7PdJWwZQX3WFp38BMvA-uxsc2FiKUi8Qijfofuvr73wfB-gVHy4JmUdpHeF8voEA5nkKdJ59hS2iql8o7P8YAMOJcGIVKDzcDwY5KEsncNDvnk0zBcXGp96HGi74QBjJOJ2NSbLmIFSQX4_o.d5lg04NZzyBWlC4Kl7yP-pkl34e6PjPjltO7lljvO0Y&dib_tag=se&keywords=decaf+coffee+flavored&qid=1750696760&sr=8-23
B0002XCIK0,decaf coffee flavored,https://www.amazon.com/Decaf-French-Roast-Ground-Coffee/dp/B0002XCIK0/ref=sr_1_24?dib=eyJ2IjoiMSJ9.8SqXrOuyYRsvnv5NUDbtPDG_1C4asmCSsoTDr3pVkJ58VNalmxY6MQcbyjVp3UqidkhEgeT3RxMkKb1L5zhTA-fgSBDKZRj538qlOnuG4KnPC8gFnloOhoKxBujIKFEthKQQ-6ySs_uwHyWd0uU_Z6pfjde7PdJWwZQX3WFp38BMvA-uxsc2FiKUi8Qijfofuvr73wfB-gVHy4JmUdpHeF8voEA5nkKdJ59hS2iql8o7P8YAMOJcGIVKDzcDwY5KEsncNDvnk0zBcXGp96HGi74QBjJOJ2NSbLmIFSQX4_o.d5lg04NZzyBWlC4Kl7yP-pkl34e6PjPjltO7lljvO0Y&dib_tag=se&keywords=decaf+coffee+flavored&qid=1750696760&sr=8-24
B00VPU8OQG,decaf coffee flavored,https://www.amazon.com/Single-Flavored-Coffee-Keurig-Brewer/dp/B00VPU8OQG/ref=sr_1_25?dib=eyJ2IjoiMSJ9.8SqXrOuyYRsvnv5NUDbtPDG_1C4asmCSsoTDr3pVkJ58VNalmxY6MQcbyjVp3UqidkhEgeT3RxMkKb1L5zhTA-fgSBDKZRj538qlOnuG4KnPC8gFnloOhoKxBujIKFEthKQQ-6ySs_uwHyWd0uU_Z6pfjde7PdJWwZQX3WFp38BMvA-uxsc2FiKUi8Qijfofuvr73wfB-gVHy4JmUdpHeF8voEA5nkKdJ59hS2iql8o7P8YAMOJcGIVKDzcDwY5KEsncNDvnk0zBcXGp96HGi74QBjJOJ2NSbLmIFSQX4_o.d5lg04NZzyBWlC4Kl7yP-pkl34e6PjPjltO7lljvO0Y&dib_tag=se&keywords=decaf+coffee+flavored&qid=1750696760&sr=8-25
B072PXGQ7Z,decaf coffee flavored,https://www.amazon.com/Double-Donut-Flavored-Coffee-Recyclable/dp/B072PXGQ7Z/ref=sr_1_26?dib=eyJ2IjoiMSJ9.8SqXrOuyYRsvnv5NUDbtPDG_1C4asmCSsoTDr3pVkJ58VNalmxY6MQcbyjVp3UqidkhEgeT3RxMkKb1L5zhTA-fgSBDKZRj538qlOnuG4KnPC8gFnloOhoKxBujIKFEthKQQ-6ySs_uwHyWd0uU_Z6pfjde7PdJWwZQX3WFp38BMvA-uxsc2FiKUi8Qijfofuvr73wfB-gVHy4JmUdpHeF8voEA5nkKdJ59hS2iql8o7P8YAMOJcGIVKDzcDwY5KEsncNDvnk0zBcXGp96HGi74QBjJOJ2NSbLmIFSQX4_o.d5lg04NZzyBWlC4Kl7yP-pkl34e6PjPjltO7lljvO0Y&dib_tag=se&keywords=decaf+coffee+flavored&qid=1750696760&sr=8-26
B0C37DZYL6,decaf coffee flavored,https://www.amazon.com/Crazy-Flavored-Decaffeinated-Cups-Machines/dp/B0C37DZYL6/ref=sr_1_27?dib=eyJ2IjoiMSJ9.8SqXrOuyYRsvnv5NUDbtPDG_1C4asmCSsoTDr3pVkJ58VNalmxY6MQcbyjVp3UqidkhEgeT3RxMkKb1L5zhTA-fgSBDKZRj538qlOnuG4KnPC8gFnloOhoKxBujIKFEthKQQ-6ySs_uwHyWd0uU_Z6pfjde7PdJWwZQX3WFp38BMvA-uxsc2FiKUi8Qijfofuvr73wfB-gVHy4JmUdpHeF8voEA5nkKdJ59hS2iql8o7P8YAMOJcGIVKDzcDwY5KEsncNDvnk0zBcXGp96HGi74QBjJOJ2NSbLmIFSQX4_o.d5lg04NZzyBWlC4Kl7yP-pkl34e6PjPjltO7lljvO0Y&dib_tag=se&keywords=decaf+coffee+flavored&qid=1750696760&sr=8-27
B00TI16G46,decaf coffee flavored,https://www.amazon.com/Community-Coffee-Praline-Flavored-Premium/dp/B00TI16G46/ref=sr_1_28?dib=eyJ2IjoiMSJ9.8SqXrOuyYRsvnv5NUDbtPDG_1C4asmCSsoTDr3pVkJ58VNalmxY6MQcbyjVp3UqidkhEgeT3RxMkKb1L5zhTA-fgSBDKZRj538qlOnuG4KnPC8gFnloOhoKxBujIKFEthKQQ-6ySs_uwHyWd0uU_Z6pfjde7PdJWwZQX3WFp38BMvA-uxsc2FiKUi8Qijfofuvr73wfB-gVHy4JmUdpHeF8voEA5nkKdJ59hS2iql8o7P8YAMOJcGIVKDzcDwY5KEsncNDvnk0zBcXGp96HGi74QBjJOJ2NSbLmIFSQX4_o.d5lg04NZzyBWlC4Kl7yP-pkl34e6PjPjltO7lljvO0Y&dib_tag=se&keywords=decaf+coffee+flavored&qid=1750696760&sr=8-28
B00QSP61E0,decaf coffee flavored,https://www.amazon.com/McCafe-Coffee-Ground-Premium-Medium/dp/B00QSP61E0/ref=sr_1_29?dib=eyJ2IjoiMSJ9.8SqXrOuyYRsvnv5NUDbtPDG_1C4asmCSsoTDr3pVkJ58VNalmxY6MQcbyjVp3UqidkhEgeT3RxMkKb1L5zhTA-fgSBDKZRj538qlOnuG4KnPC8gFnloOhoKxBujIKFEthKQQ-6ySs_uwHyWd0uU_Z6pfjde7PdJWwZQX3WFp38BMvA-uxsc2FiKUi8Qijfofuvr73wfB-gVHy4JmUdpHeF8voEA5nkKdJ59hS2iql8o7P8YAMOJcGIVKDzcDwY5KEsncNDvnk0zBcXGp96HGi74QBjJOJ2NSbLmIFSQX4_o.d5lg04NZzyBWlC4Kl7yP-pkl34e6PjPjltO7lljvO0Y&dib_tag=se&keywords=decaf+coffee+flavored&qid=1750696760&sr=8-29
B00MBEJT9Q,decaf coffee flavored,https://www.amazon.com/Gevalia-House-Coffee-Medium-Ground/dp/B00MBEJT9Q/ref=sr_1_30?dib=eyJ2IjoiMSJ9.8SqXrOuyYRsvnv5NUDbtPDG_1C4asmCSsoTDr3pVkJ58VNalmxY6MQcbyjVp3UqidkhEgeT3RxMkKb1L5zhTA-fgSBDKZRj538qlOnuG4KnPC8gFnloOhoKxBujIKFEthKQQ-6ySs_uwHyWd0uU_Z6pfjde7PdJWwZQX3WFp38BMvA-uxsc2FiKUi8Qijfofuvr73wfB-gVHy4JmUdpHeF8voEA5nkKdJ59hS2iql8o7P8YAMOJcGIVKDzcDwY5KEsncNDvnk0zBcXGp96HGi74QBjJOJ2NSbLmIFSQX4_o.d5lg04NZzyBWlC4Kl7yP-pkl34e6PjPjltO7lljvO0Y&dib_tag=se&keywords=decaf+coffee+flavored&qid=1750696760&sr=8-30
